instant,dteday,season,year,month,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual_x,registered_x,count_x,status,casual_y,registered_y,count_y,day_type
303,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.319167,0.321329,0.62375,0.176617,885,2446,3331,Active,885,2446,3331,Weekend
304,2011-10-01,Musim Dingin,0,10,Bukan Hari Libur,Selasa,Hari Kerja,1,0.34,0.356063,0.703333,0.10635,362,3307,3669,Active,362,3307,3669,Weekend
305,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Rabu,Hari Kerja,1,0.400833,0.397088,0.68375,0.135571,410,3658,4068,Active,410,3658,4068,Weekday
306,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Kamis,Hari Kerja,1,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,Active,370,3816,4186,Weekday
307,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Jumat,Hari Kerja,1,0.408333,0.405921,0.702083,0.136817,318,3656,3974,Active,318,3656,3974,Weekday
308,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.403333,0.403392,0.6225,0.271779,470,3576,4046,Active,470,3576,4046,Weekday
309,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,Active,1156,2770,3926,Weekday
310,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,Active,952,2697,3649,Weekday
311,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Selasa,Hari Kerja,1,0.395,0.400871,0.75875,0.057225,373,3662,4035,Active,373,3662,4035,Weekday
312,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Rabu,Hari Kerja,1,0.408333,0.412246,0.721667,0.0690375,376,3829,4205,Active,376,3829,4205,Weekday
313,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Kamis,Hari Kerja,1,0.4,0.409079,0.758333,0.0621958,305,3804,4109,Active,305,3804,4109,Weekday
314,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Jumat,Hari Kerja,2,0.38,0.373721,0.813333,0.189067,190,2743,2933,Active,190,2743,2933,Weekday
315,2011-11-01,Musim Dingin,0,11,Hari Libur,Sabtu,Bukan Hari Kerja,1,0.324167,0.306817,0.44625,0.314675,440,2928,3368,Active,440,2928,3368,Weekday
316,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.356667,0.357942,0.552917,0.212062,1275,2792,4067,Active,1275,2792,4067,Weekday
317,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.440833,0.43055,0.458333,0.281721,1004,2713,3717,Active,1004,2713,3717,Weekday
318,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Selasa,Hari Kerja,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,Active,595,3891,4486,Weekday
319,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Rabu,Hari Kerja,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,Active,449,3746,4195,Weekday
320,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Kamis,Hari Kerja,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,Active,145,1672,1817,Weekday
321,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Jumat,Hari Kerja,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,Active,139,2914,3053,Weekday
322,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,Active,245,3147,3392,Weekday
323,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,Active,943,2720,3663,Weekday
324,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,Active,787,2733,3520,Weekday
325,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Selasa,Hari Kerja,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,Active,220,2545,2765,Weekday
326,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Rabu,Hari Kerja,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,Active,69,1538,1607,Weekday
327,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Kamis,Hari Kerja,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,Active,112,2454,2566,Weekday
328,2011-11-01,Musim Dingin,0,11,Hari Libur,Jumat,Bukan Hari Kerja,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,Active,560,935,1495,Weekday
329,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,Active,1095,1697,2792,Weekday
330,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,Active,1249,1819,3068,Weekday
331,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,Active,810,2261,3071,Weekday
332,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Selasa,Hari Kerja,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,Active,253,3614,3867,Weekday
333,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Rabu,Hari Kerja,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,Active,96,2818,2914,Weekday
334,2011-11-01,Musim Dingin,0,11,Bukan Hari Libur,Kamis,Hari Kerja,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,Active,188,3425,3613,Weekday
335,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Jumat,Hari Kerja,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,Active,182,3545,3727,Weekday
336,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,Active,268,3672,3940,Weekday
337,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,Active,706,2908,3614,Weekday
338,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,Active,634,2851,3485,Weekday
339,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Selasa,Hari Kerja,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,Active,233,3578,3811,Weekday
340,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Rabu,Hari Kerja,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,Active,126,2468,2594,Weekday
341,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Kamis,Hari Kerja,3,0.41,0.400246,0.970417,0.266175,50,655,705,Active,50,655,705,Weekday
342,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Jumat,Hari Kerja,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,Active,150,3172,3322,Weekday
343,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,Active,261,3359,3620,Weekday
344,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Active,502,2688,3190,Weekday
345,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Active,377,2366,2743,Weekday
346,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Selasa,Hari Kerja,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Active,143,3167,3310,Weekday
347,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Rabu,Hari Kerja,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Active,155,3368,3523,Weekday
348,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Kamis,Hari Kerja,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Active,178,3562,3740,Weekday
349,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Jumat,Hari Kerja,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Active,181,3528,3709,Weekday
350,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,Active,178,3399,3577,Weekday
351,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,Active,275,2464,2739,Weekday
352,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,Active,220,2211,2431,Weekday
353,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Selasa,Hari Kerja,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,Active,260,3143,3403,Weekday
354,2011-12-01,Musim Dingin,0,12,Bukan Hari Libur,Rabu,Hari Kerja,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,Active,216,3534,3750,Weekday
355,2011-12-01,Musim Semi,0,12,Bukan Hari Libur,Kamis,Hari Kerja,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,Active,107,2553,2660,Weekday
356,2011-12-01,Musim Semi,0,12,Bukan Hari Libur,Jumat,Hari Kerja,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,Active,227,2841,3068,Weekday
357,2011-12-01,Musim Semi,0,12,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,Active,163,2046,2209,Weekday
358,2011-12-01,Musim Semi,0,12,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,Active,155,856,1011,Weekday
359,2011-12-01,Musim Semi,0,12,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.274783,0.279961,0.681304,0.155091,303,451,754,Active,303,451,754,Weekday
360,2011-12-01,Musim Semi,0,12,Hari Libur,Selasa,Bukan Hari Kerja,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,Active,430,887,1317,Weekday
361,2011-12-01,Musim Semi,0,12,Bukan Hari Libur,Rabu,Hari Kerja,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,Active,103,1059,1162,Weekday
362,2011-12-01,Musim Semi,0,12,Bukan Hari Libur,Kamis,Hari Kerja,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,Active,255,2047,2302,Weekday
363,2011-12-01,Musim Semi,0,12,Bukan Hari Libur,Jumat,Hari Kerja,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,Active,254,2169,2423,Weekday
364,2011-12-01,Musim Semi,0,12,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,Active,491,2508,2999,Weekday
365,2011-12-01,Musim Semi,0,12,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,Active,665,1820,2485,Weekday
366,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,Active,686,1608,2294,Weekend
367,2012-01-01,Musim Semi,1,1,Hari Libur,Selasa,Bukan Hari Kerja,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,Active,244,1707,1951,Weekend
368,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Rabu,Hari Kerja,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,Active,89,2147,2236,Weekend
369,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Kamis,Hari Kerja,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,Active,95,2273,2368,Weekend
370,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Jumat,Hari Kerja,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,Active,140,3132,3272,Weekend
371,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,Active,307,3791,4098,Weekend
372,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,Active,1070,3451,4521,Weekend
373,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,Active,599,2826,3425,Weekend
374,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Selasa,Hari Kerja,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,Active,106,2270,2376,Weekend
375,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Rabu,Hari Kerja,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,Active,173,3425,3598,Weekend
376,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Kamis,Hari Kerja,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,Active,92,2085,2177,Weekend
377,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Jumat,Hari Kerja,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,Active,269,3828,4097,Weekend
378,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,Active,174,3040,3214,Weekend
379,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,Active,333,2160,2493,Weekend
380,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,Active,284,2027,2311,Weekend
381,2012-01-01,Musim Semi,1,1,Hari Libur,Selasa,Bukan Hari Kerja,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,Active,217,2081,2298,Weekend
382,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Rabu,Hari Kerja,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,Active,127,2808,2935,Weekend
383,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Kamis,Hari Kerja,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,Active,109,3267,3376,Weekend
384,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Jumat,Hari Kerja,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,Active,130,3162,3292,Weekend
385,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,Active,115,3048,3163,Weekend
386,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,Active,67,1234,1301,Weekend
387,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,Active,196,1781,1977,Weekend
388,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Selasa,Hari Kerja,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,Active,145,2287,2432,Weekend
389,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Rabu,Hari Kerja,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,Active,439,3900,4339,Weekend
390,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Kamis,Hari Kerja,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,Active,467,3803,4270,Weekend
391,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Jumat,Hari Kerja,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Active,244,3831,4075,Weekend
392,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Active,269,3187,3456,Weekend
393,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Active,775,3248,4023,Weekend
394,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Active,558,2685,3243,Weekend
395,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Selasa,Hari Kerja,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Active,126,3498,3624,Weekend
396,2012-01-01,Musim Semi,1,1,Bukan Hari Libur,Rabu,Hari Kerja,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Active,324,4185,4509,Weekend
397,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Kamis,Hari Kerja,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,Active,304,4275,4579,Weekday
398,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Jumat,Hari Kerja,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,Active,190,3571,3761,Weekday
399,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,Active,310,3841,4151,Weekday
400,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,Active,384,2448,2832,Weekday
401,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,Active,318,2629,2947,Weekday
402,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Selasa,Hari Kerja,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,Active,206,3578,3784,Weekday
403,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Rabu,Hari Kerja,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,Active,199,4176,4375,Weekday
404,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Kamis,Hari Kerja,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,Active,109,2693,2802,Weekday
405,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Jumat,Hari Kerja,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,Active,163,3667,3830,Weekday
406,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,Active,227,3604,3831,Weekday
407,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Minggu,Bukan Hari Kerja,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,Active,192,1977,2169,Weekday
408,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,Active,73,1456,1529,Weekday
409,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Selasa,Hari Kerja,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,Active,94,3328,3422,Weekday
410,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Rabu,Hari Kerja,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,Active,135,3787,3922,Weekday
411,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Kamis,Hari Kerja,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,Active,141,4028,4169,Weekday
412,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Jumat,Hari Kerja,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,Active,74,2931,3005,Weekday
413,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Sabtu,Hari Kerja,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,Active,349,3805,4154,Weekday
414,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,Active,1435,2883,4318,Weekday
415,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,Active,618,2071,2689,Weekday
416,2012-02-01,Musim Semi,1,2,Hari Libur,Selasa,Bukan Hari Kerja,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,Active,502,2627,3129,Weekday
417,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Rabu,Hari Kerja,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,Active,163,3614,3777,Weekday
418,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Kamis,Hari Kerja,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,Active,394,4379,4773,Weekday
419,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Jumat,Hari Kerja,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,Active,516,4546,5062,Weekday
420,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,Active,246,3241,3487,Weekday
421,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,Active,317,2415,2732,Weekday
422,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,Active,515,2874,3389,Weekday
423,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Selasa,Hari Kerja,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,Active,253,4069,4322,Weekday
424,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Rabu,Hari Kerja,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,Active,229,4134,4363,Weekday
425,2012-02-01,Musim Semi,1,2,Bukan Hari Libur,Kamis,Hari Kerja,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,Active,65,1769,1834,Weekday
426,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Jumat,Hari Kerja,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,Active,325,4665,4990,Weekday
427,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,Active,246,2948,3194,Weekday
428,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,Active,956,3110,4066,Weekday
429,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,Active,710,2713,3423,Weekday
430,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Selasa,Hari Kerja,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,Active,203,3130,3333,Weekday
431,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Rabu,Hari Kerja,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,Active,221,3735,3956,Weekday
432,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Kamis,Hari Kerja,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,Active,432,4484,4916,Weekday
433,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Jumat,Hari Kerja,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,Active,486,4896,5382,Weekday
434,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,Active,447,4122,4569,Weekday
435,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Minggu,Bukan Hari Kerja,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,Active,968,3150,4118,Weekday
436,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Senin,Bukan Hari Kerja,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,Active,1658,3253,4911,Weekday
437,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Selasa,Hari Kerja,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,Active,838,4460,5298,Weekday
438,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Rabu,Hari Kerja,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,Active,762,5085,5847,Weekday
439,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Kamis,Hari Kerja,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,Active,997,5315,6312,Weekday
440,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Jumat,Hari Kerja,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,Active,1005,5187,6192,Weekday
441,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,Active,548,3830,4378,Weekday
442,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,Active,3155,4681,7836,Weekday
443,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,Active,2207,3685,5892,Weekday
444,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Selasa,Hari Kerja,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,Active,982,5171,6153,Weekday
445,2012-03-01,Musim Semi,1,3,Bukan Hari Libur,Rabu,Hari Kerja,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,Active,1051,5042,6093,Weekday
446,2012-03-01,Musim Panas,1,3,Bukan Hari Libur,Kamis,Hari Kerja,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,Active,1122,5108,6230,Weekday
447,2012-03-01,Musim Panas,1,3,Bukan Hari Libur,Jumat,Hari Kerja,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,Active,1334,5537,6871,Weekday
448,2012-03-01,Musim Panas,1,3,Bukan Hari Libur,Sabtu,Hari Kerja,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,Active,2469,5893,8362,Weekday
449,2012-03-01,Musim Panas,1,3,Bukan Hari Libur,Minggu,Bukan Hari Kerja,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,Active,1033,2339,3372,Weekday
450,2012-03-01,Musim Panas,1,3,Bukan Hari Libur,Senin,Bukan Hari Kerja,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,Active,1532,3464,4996,Weekday
451,2012-03-01,Musim Panas,1,3,Bukan Hari Libur,Selasa,Hari Kerja,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,Active,795,4763,5558,Weekday
452,2012-03-01,Musim Panas,1,3,Bukan Hari Libur,Rabu,Hari Kerja,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,Active,531,4571,5102,Weekday
453,2012-03-01,Musim Panas,1,3,Bukan Hari Libur,Kamis,Hari Kerja,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,Active,674,5024,5698,Weekday
454,2012-03-01,Musim Panas,1,3,Bukan Hari Libur,Jumat,Hari Kerja,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,Active,834,5299,6133,Weekday
